Mach, CD_Power_On
7.12, 0.1766171023411
7.13, 0.176516037376478
7.14, 0.176415258822767
7.15, 0.176314764189081
7.16, 0.176214553107237
7.17, 0.176114625022453
7.18, 0.176014988600501
7.19, 0.175915610977194
7.20, 0.175816524186773
7.21, 0.175717714496897
7.22, 0.175619182515277
7.23, 0.175520916808902
7.24, 0.17542293577609
7.25, 0.175325219240353
7.26, 0.175227786558612
7.27, 0.175130615242927
7.28, 0.175033714934465
7.29, 0.174937084038067
7.30, 0.174840733354022
7.31, 0.174744630195533
7.32, 0.174648804406977
7.33, 0.174553244198422
7.34, 0.17445795045198
7.35, 0.174362909546464
7.36, 0.174268142007865
7.37, 0.174173627486102
7.38, 0.174079373496562
7.39, 0.173985380669155
7.40, 0.173891646595611
7.41, 0.173798171656604
7.42, 0.173704953545022
7.43, 0.173611981914247
7.44, 0.173519266144724
7.45, 0.173426816166216
7.46, 0.173334607993781
7.47, 0.173242654825889
7.48, 0.173150941524207
7.49, 0.173059490331929
7.50, 0.172968289481326
7.51, 0.172871063722646
7.52, 0.172774116876308
7.53, 0.172677447453418
7.54, 0.172581044782942
7.55, 0.172484927478869
7.56, 0.172389084774862
7.57, 0.172293495187766
7.58, 0.172198198223203
7.59, 0.172103163054976
7.60, 0.17200838853832
7.61, 0.1719138938512
7.62, 0.171819656096012
7.63, 0.171725687466051
7.64, 0.171631983645425
7.65, 0.171538545674209
7.66, 0.171445362709032
7.67, 0.171352442061403
7.68, 0.171259784638407
7.69, 0.171167389577183
7.70, 0.171075253263977
7.71, 0.170983367440177
7.72, 0.170891740419779
7.73, 0.170800369485758
7.74, 0.170709256424495
7.75, 0.170618388361728
7.76, 0.170527776152433
7.77, 0.170437417065508
7.78, 0.170347310502572
7.79, 0.170257445948825
7.80, 0.170167843208512
7.81, 0.170078479259102
7.82, 0.169989356119443
7.83, 0.169900489715243
7.84, 0.169811860911934
7.85, 0.169723479207425
7.86, 0.169635342802321
7.87, 0.169547440453893
7.88, 0.169459782522293
7.89, 0.169372367667326
7.90, 0.169285194141267
