Mach, CD_Power_Off
0.01, 0.362428833942666
0.02, 0.368077152318005
0.03, 0.36006762123255
0.04, 0.351726685489246
0.05, 0.347857283288327
0.06, 0.346583841389049
0.07, 0.34502768693868
0.08, 0.343397090254426
0.09, 0.341782981625535
0.10, 0.340225622433069
0.11, 0.338741766999418
0.12, 0.337336846186926
0.13, 0.33600702900608
0.14, 0.334757050827016
0.15, 0.333579187041808
0.16, 0.332469082848379
0.17, 0.331422285798494
0.18, 0.330434571023301
0.19, 0.329501975456554
0.20, 0.328620838557687
0.21, 0.327787808074104
0.22, 0.326999863103247
0.23, 0.326254209438893
0.24, 0.325548371981314
0.25, 0.324880094762195
0.26, 0.324383796969388
0.27, 0.32392119052067
0.28, 0.323490581864556
0.29, 0.323090543773942
0.30, 0.322719673562444
0.31, 0.322376765871934
0.32, 0.3220607157621
0.33, 0.321770581017893
0.34, 0.321505458584039
0.35, 0.321264566939018
0.36, 0.321047202754216
0.37, 0.320852726095495
0.38, 0.320680641243583
0.39, 0.320530456379332
0.40, 0.320401781105811
0.41, 0.320294268715257
0.42, 0.320207612117726
0.43, 0.320141647240308
0.44, 0.320096196230152
0.45, 0.320071144545984
0.46, 0.320066467719642
0.47, 0.320082138367968
0.48, 0.320118282687131
0.49, 0.320174989989429
0.50, 0.320252440827164
0.51, 0.320350869052681
0.52, 0.320470609135434
0.53, 0.320612016637281
0.54, 0.32077552182847
0.55, 0.321253846882715
0.56, 0.321758090039293
0.57, 0.322279793877581
0.58, 0.322819937517816
0.59, 0.323379580700228
0.60, 0.323959913166439
0.61, 0.324809071705442
0.62, 0.325672744257347
0.63, 0.326561274707585
0.64, 0.327476343421845
0.65, 0.328419790148566
0.66, 0.329393664637526
0.67, 0.330400196639823
0.68, 0.331441895907876
0.69, 0.332521542195412
0.70, 0.333642245876047
0.71, 0.333786115468908
0.72, 0.333867311350185
0.73, 0.333948573278744
0.74, 0.334029911014716
0.75, 0.334111304319489
0.76, 0.334192772955694
0.77, 0.334274296687202
0.78, 0.334355895279114
0.79, 0.334437569116343
0.80, 0.334519286729238
0.81, 0.337093628505131
0.82, 0.339668034213959
0.83, 0.342242493626846
0.84, 0.344817036516096
0.85, 0.34739162265519
0.86, 0.34996627181877
0.87, 0.352541003782635
0.88, 0.355115778323736
0.89, 0.357690645838758
0.90, 0.360265554869738
0.91, 0.362715360642852
0.92, 0.370064777962195
0.93, 0.378543391544665
0.94, 0.38447649273059
0.95, 0.390409593916515
0.96, 0.39634269510244
0.97, 0.402275796288365
0.98, 0.40820889747429
0.99, 0.414141998660215
1.00, 0.42007509984614
1.01, 0.426008201032065
1.02, 0.43194130221799
1.03, 0.437874403403915
1.04, 0.44380750458984
1.05, 0.449740605775765
1.06, 0.448323255670827
1.07, 0.446916046253103
1.08, 0.445518976175433
1.09, 0.444132017148389
1.10, 0.442755180860295
1.11, 0.441388452901071
1.12, 0.440031801689673
1.13, 0.438685225404925
1.14, 0.437348716919571
1.15, 0.436022239737351
1.16, 0.434152454654807
1.17, 0.432274705436331
1.18, 0.430409343709816
1.19, 0.428556332432966
1.20, 0.426715655415971
1.21, 0.424887284529708
1.22, 0.423071189907972
1.23, 0.42126706780666
1.24, 0.419474371861875
1.25, 0.417693074085078
1.26, 0.415966939133785
1.27, 0.414342231191264
1.28, 0.412780879425024
1.29, 0.411272464255451
1.30, 0.409811707709999
1.31, 0.408395285231574
1.32, 0.407020915300018
1.33, 0.405686983930539
1.34, 0.404392137143603
1.35, 0.40313542001154
1.36, 0.401916017738151
1.37, 0.400733265676826
1.38, 0.399586620649469
1.39, 0.398475633304798
1.40, 0.397399907690746
1.41, 0.396359133966905
1.42, 0.39535305572498
1.43, 0.394381404789475
1.44, 0.39344401115937
1.45, 0.392540683185353
1.46, 0.391671287698754
1.47, 0.390835709855986
1.48, 0.390033848077689
1.49, 0.38926560818064
1.50, 0.388530931380759
1.51, 0.387829741593948
1.52, 0.387162033476753
1.53, 0.386527737932328
1.54, 0.385926841263705
1.55, 0.385359338731239
1.56, 0.38482522898015
1.57, 0.384324481296149
1.58, 0.383857126730472
1.59, 0.383423180769971
1.60, 0.383022633830207
1.61, 0.382655553554992
1.62, 0.382321940915219
1.63, 0.382021821836933
1.64, 0.381755246377512
1.65, 0.381522248933572
1.66, 0.381322877964794
1.67, 0.381157183254492
1.68, 0.381025199440111
1.69, 0.3809269848112
1.70, 0.380862607364772
1.71, 0.380832112404262
1.72, 0.380835562368364
1.73, 0.380873014944434
1.74, 0.380944541441186
1.75, 0.381050201907515
1.76, 0.38119007878061
1.77, 0.381364239278358
1.78, 0.381572719303347
1.79, 0.381815628353768
1.80, 0.382093044936588
1.81, 0.382470692250497
1.82, 0.382862252354052
1.83, 0.383281209354669
1.84, 0.383727630593992
1.85, 0.384201601085325
1.86, 0.38470319997081
1.87, 0.385232515453974
1.88, 0.385789618263518
1.89, 0.386374599103975
1.90, 0.386987549861096
1.91, 0.387628554065731
1.92, 0.38829769510404
1.93, 0.38899506842984
1.94, 0.389720759034978
1.95, 0.390474844665544
1.96, 0.391257430039828
1.97, 0.39206860332389
1.98, 0.39290845460064
1.99, 0.393777062100326
2.00, 0.394674555416315
2.01, 0.395008511911539
2.02, 0.393533068904405
2.03, 0.392070038481559
2.04, 0.39061923375187
2.05, 0.389180418295977
2.06, 0.387753420171748
2.07, 0.386338042703784
2.08, 0.384934107466871
2.09, 0.38354140214979
2.10, 0.382159782370507
2.11, 0.380789066173513
2.12, 0.379429072169401
2.13, 0.378079673287482
2.14, 0.376740690603354
2.15, 0.375411959872765
2.16, 0.374093361645171
2.17, 0.372784723589246
2.18, 0.371485921228182
2.19, 0.370196819586225
2.20, 0.368917268864238
2.21, 0.367647158896203
2.22, 0.366386330790126
2.23, 0.365134699815198
2.24, 0.363892122287555
2.25, 0.362658482171398
2.26, 0.361433662583165
2.27, 0.360217549959429
2.28, 0.359010046216549
2.29, 0.357811040781806
2.30, 0.356620418208653
2.31, 0.355438074263656
2.32, 0.354263927730381
2.33, 0.353097863965278
2.34, 0.351939801421681
2.35, 0.350789629985509
2.36, 0.349647265398418
2.37, 0.34851261186988
2.38, 0.34738559918324
2.39, 0.346266124382188
2.40, 0.345154104808715
2.41, 0.344049469951341
2.42, 0.342952126750058
2.43, 0.341862004210721
2.44, 0.340779021171694
2.45, 0.33970310696853
2.46, 0.33863417020394
2.47, 0.3375721551132
2.48, 0.336516979487833
2.49, 0.335468577070825
2.50, 0.334426884888325
2.51, 0.3333918353551
2.52, 0.332363350429927
2.53, 0.331341374129215
2.54, 0.330325829594327
2.55, 0.329316670693066
2.56, 0.328313832449137
2.57, 0.327317251309499
2.58, 0.326326858835754
2.59, 0.325342610732073
2.60, 0.324364432598099
2.61, 0.323392288487522
2.62, 0.32242610705731
2.63, 0.321465835201533
2.64, 0.320511431075537
2.65, 0.319562819645768
2.66, 0.318619971346033
2.67, 0.31768282650655
2.68, 0.316751327276021
2.69, 0.3158254387699
2.70, 0.314905093793195
2.71, 0.313990260548847
2.72, 0.313080878585513
2.73, 0.312176915847954
2.74, 0.311278304532691
2.75, 0.310385018612195
2.76, 0.309497006316095
2.77, 0.308614227369119
2.78, 0.307736637233613
2.79, 0.306864181349964
2.80, 0.305996826225135
2.81, 0.305134538659236
2.82, 0.304277250897358
2.83, 0.303424951240308
2.84, 0.302577592882616
2.85, 0.301735129321956
2.86, 0.300897530370635
2.87, 0.300064741259864
2.88, 0.299236737384713
2.89, 0.298413478993084
2.90, 0.297594932878482
2.91, 0.296781050190806
2.92, 0.2959718039719
2.93, 0.29516715645353
2.94, 0.294367079680932
2.95, 0.293571513801261
2.96, 0.292780460542602
2.97, 0.29199386136223
2.98, 0.291211688654705
2.99, 0.290433904329049
3.00, 0.289660491421811
3.01, 0.288956966593998
3.02, 0.288257085533397
3.03, 0.28756079646378
3.04, 0.28686808714627
3.05, 0.28617894263643
3.06, 0.285493332634691
3.07, 0.28481123467232
3.08, 0.284132609658509
3.09, 0.283457456735915
3.10, 0.282785741213393
3.11, 0.282117443589954
3.12, 0.281452553343355
3.13, 0.280791016664914
3.14, 0.280132848155633
3.15, 0.27947800604805
3.16, 0.278826456775028
3.17, 0.27817819334941
3.18, 0.277533209580311
3.19, 0.276891462283334
3.20, 0.27625293832868
3.21, 0.27561761871039
3.22, 0.274985471551673
3.23, 0.27435648978391
3.24, 0.273730659275328
3.25, 0.2731079342419
3.26, 0.272488310582705
3.27, 0.271871778744027
3.28, 0.271258304461056
3.29, 0.270647873060912
3.30, 0.270040463151488
3.31, 0.269436060062831
3.32, 0.26883464158624
3.33, 0.2682361786504
3.34, 0.267640680975317
3.35, 0.267048102850539
3.36, 0.266458438328623
3.37, 0.265871668056274
3.38, 0.265287769271332
3.39, 0.264706728558357
3.40, 0.264128533529791
3.41, 0.263553155348378
3.42, 0.262980573954436
3.43, 0.262410797311109
3.44, 0.261843778395046
3.45, 0.261279498458253
3.46, 0.260717972370188
3.47, 0.260159155419958
3.48, 0.259603037340695
3.49, 0.259049611891432
3.50, 0.258498856068644
3.51, 0.257950736305648
3.52, 0.257405267219679
3.53, 0.256862410894657
3.54, 0.256322147595934
3.55, 0.255784480275644
3.56, 0.255249387950877
3.57, 0.254716837363672
3.58, 0.254186831111383
3.59, 0.25365934604751
3.60, 0.253134371538724
3.61, 0.252611885543726
3.62, 0.252091872791882
3.63, 0.251574325214393
3.64, 0.251059221344118
3.65, 0.250546545979784
3.66, 0.250036283306744
3.67, 0.249528420119134
3.68, 0.249022951474739
3.69, 0.248519841819509
3.70, 0.248019090802592
3.71, 0.247520685537229
3.72, 0.247024600722968
3.73, 0.246530824522531
3.74, 0.2460393532941
3.75, 0.245550158139539
3.76, 0.245063223954142
3.77, 0.244578555623055
3.78, 0.244096128486124
3.79, 0.24361591283167
3.80, 0.243137923960758
3.81, 0.242662127540249
3.82, 0.24218850437856
3.83, 0.241717064312874
3.84, 0.241247776208275
3.85, 0.240780625160593
3.86, 0.240315606999656
3.87, 0.239852700500317
3.88, 0.239391898609358
3.89, 0.238933175184901
3.90, 0.238476540679947
3.91, 0.238021958989829
3.92, 0.237569423308946
3.93, 0.237118932710213
3.94, 0.236670453668975
3.95, 0.236223981649845
3.96, 0.235779508426872
3.97, 0.235337020388506
3.98, 0.234896498677005
3.99, 0.23445792985102
4.00, 0.234021303700005
4.01, 0.233588013945458
4.02, 0.233156644713733
4.03, 0.232727170225619
4.04, 0.232299592166916
4.05, 0.231873877097078
4.06, 0.231450029938104
4.07, 0.231028037347411
4.08, 0.230607878121066
4.09, 0.230189547577343
4.10, 0.229773027663539
4.11, 0.229358299883594
4.12, 0.228945379127625
4.13, 0.228534227397987
4.14, 0.228124832615133
4.15, 0.227717206030317
4.16, 0.227311307566056
4.17, 0.226907138014712
4.18, 0.226504695968356
4.19, 0.226103947157916
4.20, 0.225704891341081
4.21, 0.225307518412654
4.22, 0.224911815992211
4.23, 0.224517771535761
4.24, 0.224125375247414
4.25, 0.223734608462947
4.26, 0.223345463622501
4.27, 0.222957929939973
4.28, 0.222571999772628
4.29, 0.222187661288235
4.30, 0.221804891988757
4.31, 0.221423686116348
4.32, 0.221044043770391
4.33, 0.220665933172487
4.34, 0.22028936200218
4.35, 0.219914303344393
4.36, 0.219540752642009
4.37, 0.219168710474314
4.38, 0.218798144806677
4.39, 0.218429060249242
4.40, 0.218061433309385
4.41, 0.21769525972608
4.42, 0.217330540441961
4.43, 0.216967236039855
4.44, 0.216605358583246
4.45, 0.216244886251291
4.46, 0.215885818647415
4.47, 0.215528135460873
4.48, 0.215171827271128
4.49, 0.214816891506648
4.50, 0.21446330422956
4.51, 0.214111060001576
4.52, 0.213760156184682
4.53, 0.213410572340141
4.54, 0.213062300841362
4.55, 0.212715328960724
4.56, 0.212369644433731
4.57, 0.212025248238228
4.58, 0.211682112504308
4.59, 0.211340244894019
4.60, 0.210999627559532
4.61, 0.210660246033783
4.62, 0.210322101525137
4.63, 0.209985162755334
4.64, 0.209649434531214
4.65, 0.209314902147499
4.66, 0.208981564801194
4.67, 0.208649396037902
4.68, 0.208318393469643
4.69, 0.207988559884207
4.70, 0.207659861964195
4.71, 0.207332298828071
4.72, 0.207005864241987
4.73, 0.20668054495961
4.74, 0.206356335687944
4.75, 0.206033222305808
4.76, 0.205711183381874
4.77, 0.20539023434539
4.78, 0.205070343596919
4.79, 0.204751510539843
4.80, 0.204433724299863
4.81, 0.204116976536835
4.82, 0.20380124662061
4.83, 0.203486538666869
4.84, 0.203172837264977
4.85, 0.20286013657381
4.86, 0.202548415949611
4.87, 0.202237674869833
4.88, 0.201927907456982
4.89, 0.20161908569629
4.90, 0.201311219384679
4.91, 0.201004297772281
4.92, 0.200698292543059
4.93, 0.200393213432136
4.94, 0.200089040398078
4.95, 0.199785771996282
4.96, 0.199483396125303
4.97, 0.199181894276975
4.98, 0.198881271790501
4.99, 0.198581502671082
5.00, 0.198282594095415
5.01, 0.197984523510072
5.02, 0.197687280592697
5.03, 0.197390877119999
5.04, 0.197095278406424
5.05, 0.196800486397481
5.06, 0.196506497815322
5.07, 0.196213293538102
5.08, 0.195920860057685
5.09, 0.195629202503256
5.10, 0.195338298133862
5.11, 0.195048141692294
5.12, 0.194758743239193
5.13, 0.194470062652877
5.14, 0.194182102030109
5.15, 0.193894856691936
5.16, 0.193608316528383
5.17, 0.193322478584406
5.18, 0.193037320743894
5.19, 0.192752830573079
5.20, 0.19246902035753
5.21, 0.192185870236813
5.22, 0.191903357543343
5.23, 0.191621490043444
5.24, 0.191340255175688
5.25, 0.191059648496535
5.26, 0.190779654438285
5.27, 0.190500255933707
5.28, 0.190221468218612
5.29, 0.189943256449611
5.30, 0.189665620737364
5.31, 0.189388561286379
5.32, 0.18911205561283
5.33, 0.188836104384447
5.34, 0.188560697450347
5.35, 0.188285825047381
5.36, 0.188011475222967
5.37, 0.187737638371988
5.38, 0.18746431171408
5.39, 0.187191481156877
5.40, 0.186919151718906
5.41, 0.186647291367254
5.42, 0.186375912981383
5.43, 0.186104989283769
5.44, 0.185834533155434
5.45, 0.185564510333526
5.46, 0.185294935896944
5.47, 0.185025780563488
5.48, 0.184757049293469
5.49, 0.184488728125846
5.50, 0.184220819851416
5.51, 0.183953299645503
5.52, 0.183686165925691
5.53, 0.183419411423062
5.54, 0.183153026803614
5.55, 0.182887002762347
5.56, 0.182621334581864
5.57, 0.182356008209732
5.58, 0.182091011166947
5.59, 0.181826349609854
5.60, 0.181562003480807
5.61, 0.181297964277941
5.62, 0.181034229533077
5.63, 0.180770790009858
5.64, 0.180507636568589
5.65, 0.180244752038206
5.66, 0.179982137607106
5.67, 0.179719793553182
5.68, 0.179457695665389
5.69, 0.179195834378152
5.70, 0.17893420646674
5.71, 0.17867282134292
5.72, 0.178411635626579
5.73, 0.17815067018646
5.74, 0.177889912638951
5.75, 0.177629337140027
5.76, 0.177368955813362
5.77, 0.177108748486069
5.78, 0.176848707057507
5.79, 0.176588828181167
5.80, 0.176329105017964
5.81, 0.176069520939971
5.82, 0.17581007653475
5.83, 0.175550761032512
5.84, 0.175291561788105
