0.01,0.470045548
0.02,0.4551073983
0.03,0.4968389442
0.04,0.5137828499
0.05,0.521683303
0.06,0.5255179857
0.07,0.5272851591
0.08,0.5279164318
0.09,0.5278927762
0.1,0.5274814529
0.11,0.5268390862
0.12,0.526061518
0.13,0.5252094443
0.14,0.5243218964
0.15,0.5234248326
0.16,0.522535413
0.17,0.5216652399
0.18,0.5208221234
0.19,0.5200113944
0.2,0.5192365918
0.21,0.5184998407
0.22,0.5178026773
0.23,0.5171458436
0.24,0.5165298548
0.25,0.5159549167
0.26,0.5155708816
0.27,0.5152275915
0.28,0.5149249181
0.29,0.514662656
0.3,0.5144405273
0.31,0.5148190069
0.32,0.5153990714
0.33,0.5159996901
0.34,0.5166213955
0.35,0.5172648711
0.36,0.5179307004
0.37,0.518619716
0.38,0.5193326014
0.39,0.52007024
0.4,0.5208333645
0.41,0.5216230583
0.42,0.5224402049
0.43,0.5232858205
0.44,0.5241611214
0.45,0.525067291
0.46,0.5260055128
0.47,0.5269772194
0.48,0.527983778
0.49,0.529026821
0.5,0.5301080157
0.51,0.5312290945
0.52,0.5323921411
0.53,0.5335990388
0.54,0.5348521203
0.55,0.5361538527
0.56,0.5375067686
0.57,0.5389137514
0.58,0.5403778846
0.59,0.5417684041
0.6,0.5432229737
0.61,0.5450168674
0.62,0.5468732911
0.63,0.548806781
0.64,0.5508226367
0.65,0.5529265583
0.66,0.5551247291
0.67,0.5574243982
0.68,0.5598330162
0.69,0.5623593995
0.7,0.5650131314
0.71,0.5646322447
0.72,0.5640565227
0.73,0.5634808816
0.74,0.5629052888
0.75,0.5623297439
0.76,0.5617543795
0.77,0.5611789793
0.78,0.5606036429
0.79,0.5600283866
0.8,0.5594531613
0.81,0.5666212159
0.82,0.5737892337
0.83,0.5809573148
0.84,0.5881254589
0.85,0.595293766
0.86,0.6024620358
0.87,0.6096303682
0.88,0.6167988632
0.89,0.6239673205
0.9,0.6311358401
0.91,0.6354275638
0.92,0.6483027349
0.93,0.6832945271
0.94,0.7339653549
0.95,0.7846361826
0.96,0.8353070104
0.97,0.8859778381
0.98,0.9366486658
0.99,0.9873194936
1,1.037990321
1.01,1.088661149
1.02,1.139331977
1.03,1.190002805
1.04,1.240673632
1.05,1.29134446
1.06,1.285455751
1.07,1.279687473
1.08,1.274036338
1.09,1.26849903
1.1,1.263072464
1.11,1.257753963
1.12,1.25254023
1.13,1.247429001
1.14,1.24241723
1.15,1.237502843
1.16,1.23238112
1.17,1.227361194
1.18,1.222522413
1.19,1.217579109
1.2,1.212068198
1.21,1.206657397
1.22,1.201369527
1.23,1.196200255
1.24,1.191146289
1.25,1.186204432
1.26,1.181372106
1.27,1.1766469
1.28,1.172026586
1.29,1.167509129
1.3,1.163092721
1.31,1.158775401
1.32,1.154555571
1.33,1.15043173
1.34,1.14640217
1.35,1.142465841
1.36,1.138620931
1.37,1.134866458
1.38,1.131201158
1.39,1.127623693
1.4,1.124133163
1.41,1.120728258
1.42,1.117408111
1.43,1.114171764
1.44,1.111017965
1.45,1.107946194
1.46,1.104955316
1.47,1.102044439
1.48,1.099213062
1.49,1.096460103
1.5,1.093784977
1.51,1.091186737
1.52,1.088665015
1.53,1.086218974
1.54,1.083847863
1.55,1.08155117
1.56,1.07932845
1.57,1.077178794
1.58,1.075101903
1.59,1.073097064
1.6,1.071163869
1.61,1.069301759
1.62,1.067510427
1.63,1.065789203
1.64,1.064137709
1.65,1.062555583
1.66,1.061042346
1.67,1.059597464
1.68,1.0580012
1.69,1.055012926
1.7,1.052076289
1.71,1.049190596
1.72,1.04635517
1.73,1.043569341
1.74,1.040832463
1.75,1.038144011
1.76,1.035503356
1.77,1.032909881
1.78,1.030363189
1.79,1.027862498
1.8,1.025407513
1.81,1.023201671
1.82,1.020976115
1.83,1.018771785
1.84,1.016588442
1.85,1.014425751
1.86,1.012282978
1.87,1.010159908
1.88,1.00805603
1.89,1.005971026
1.9,1.003904505
1.91,1.001856072
1.92,0.9998253178
1.93,0.9978119869
1.94,0.9958156813
1.95,0.9938361451
1.96,0.9918728963
1.97,0.9899258696
1.98,0.987948874
1.99,0.9859872918
2,0.9840409754
2.01,0.9822443185
2.02,0.9804571912
2.03,0.9786864935
2.04,0.9769319696
2.05,0.9751932611
2.06,0.9734702263
2.07,0.9717625129
2.08,0.9700698822
2.09,0.9683920766
2.1,0.9667288841
2.11,0.9650799531
2.12,0.963445167
2.13,0.9618243054
2.14,0.9602171283
2.15,0.9586233152
2.16,0.9570426615
2.17,0.9554751562
2.18,0.9539203691
2.19,0.9523782004
2.2,0.9508485356
2.21,0.9493309841
2.22,0.9478255335
2.23,0.9463318851
2.24,0.9448499301
2.25,0.943379488
2.26,0.9419203518
2.27,0.9404723378
2.28,0.9390354463
2.29,0.9376092915
2.3,0.9361937858
2.31,0.9347888316
2.32,0.9333942591
2.33,0.9320097852
2.34,0.93063551
2.35,0.9292710679
2.36,0.9279164735
2.37,0.9265713453
2.38,0.9252359158
2.39,0.9239097975
2.4,0.922592822
2.41,0.9212850114
2.42,0.9199861987
2.43,0.9186962052
2.44,0.9174149654
2.45,0.9161421997
2.46,0.9150164989
2.47,0.9138990398
2.48,0.9127899618
2.49,0.9116888829
2.5,0.9105958515
2.51,0.9095107839
2.52,0.9084334323
2.53,0.907363724
2.54,0.9063016892
2.55,0.9052470818
2.56,0.9041998277
2.57,0.9031598613
2.58,0.9021270273
2.59,0.9011012629
2.6,0.9000824113
2.61,0.8990705028
2.62,0.898065291
2.63,0.8970668051
2.64,0.8960747911
2.65,0.8950892864
2.66,0.8941101407
2.67,0.8931373906
2.68,0.892170677
2.69,0.8912102446
2.7,0.8902557349
2.71,0.8893072079
2.72,0.8883643823
2.73,0.8874275185
2.74,0.8864961518
2.75,0.8855705249
2.76,0.8846501997
2.77,0.8837355078
2.78,0.8828259939
2.79,0.8819218023
2.8,0.8810227825
2.81,0.8801287846
2.82,0.8792398507
2.83,0.8783558206
2.84,0.8774766564
2.85,0.8766022814
2.86,0.8757325746
2.87,0.8748675451
2.88,0.8740069655
2.89,0.8731508802
2.9,0.8722992274
2.91,0.8714518626
2.92,0.8706087318
2.93,0.8697697703
2.94,0.8689348426
2.95,0.8681039932
2.96,0.8672770608
2.97,0.8664540011
2.98,0.8656346625
2.99,0.86481919
3,0.8640073321
3.01,0.863255108
3.02,0.862563624
3.03,0.8618752664
3.04,0.8611896398
3.05,0.8605069392
3.06,0.8598270447
3.07,0.8591500955
3.08,0.8584758529
3.09,0.8578045417
3.1,0.8571358543
3.11,0.8564699866
3.12,0.855806942
3.13,0.8551466137
3.14,0.8544889175
3.15,0.8538339425
3.16,0.8531817803
3.17,0.8525321502
3.18,0.8518852336
3.19,0.8512409318
3.2,0.850599256
3.21,0.849960295
3.22,0.8493237546
3.23,0.8486899297
3.24,0.8480586148
3.25,0.8474299194
3.26,0.8468036278
3.27,0.8461800531
3.28,0.8455588931
3.29,0.8449401432
3.3,0.8443239936
3.31,0.8437102569
3.32,0.8430990244
3.33,0.8424901859
3.34,0.8418837676
3.35,0.8412798367
3.36,0.8406783053
3.37,0.8400790741
3.38,0.8394823365
3.39,0.8388878904
3.4,0.8382958388
3.41,0.8377060721
3.42,0.8371186995
3.43,0.8365336036
3.44,0.8359508959
3.45,0.8353703702
3.46,0.8347921275
3.47,0.8342162491
3.48,0.8336425486
3.49,0.8330710256
3.5,0.8325018722
3.51,0.8319348743
3.52,0.8313701476
3.53,0.8308074851
3.54,0.8302471699
3.55,0.8296889214
3.56,0.829132921
3.57,0.828578974
3.58,0.8280271746
3.59,0.8274776079
3.6,0.8269300951
3.61,0.8263846176
3.62,0.8258412693
3.63,0.8253000621
3.64,0.8247609773
3.65,0.8242238185
3.66,0.823688789
3.67,0.8231557683
3.68,0.8226247699
3.69,0.8220958868
3.7,0.8215689048
3.71,0.8210440333
3.72,0.8205210551
3.73,0.8200000797
3.74,0.8194811059
3.75,0.8189641242
3.76,0.8184489127
3.77,0.8179358038
3.78,0.8174245647
3.79,0.8169153017
3.8,0.8164079161
3.81,0.8159023916
3.82,0.8153988368
3.83,0.8148970429
3.84,0.8143971027
3.85,0.8138991186
3.86,0.8133861026
3.87,0.8128749338
3.88,0.8123655024
3.89,0.8118580149
3.9,0.8113522505
3.91,0.8108483148
3.92,0.8103461086
3.93,0.809845825
3.94,0.8093471411
3.95,0.8088503785
3.96,0.8083552216
3.97,0.8078618668
3.98,0.8073702138
3.99,0.8068803485
4,0.8063921748
