0.08,0.4254018519
0.09,0.4178791667
0.10,0.4118545455
0.11,0.4067
0.12,0.402475
0.13,0.3994125
0.14,0.39965
0.15,0.4003
0.16,0.40105
0.17,0.4018714286
0.18,0.4026571429
0.19,0.4035
0.20,0.4043333333
0.21,0.4052714286
0.22,0.4063
0.23,0.4073428571
0.24,0.4084333333
0.25,0.4095
0.26,0.4107
0.27,0.41195
0.28,0.41325
0.29,0.4146166667
0.30,0.41592
0.31,0.4174
0.32,0.41894
0.33,0.4204
0.34,0.42205
0.35,0.4238
0.36,0.42556
0.37,0.42742
0.38,0.42936
0.39,0.43115
0.40,0.43304
0.41,0.43534
0.42,0.43755
0.43,0.43955
