0.00,1.1611958333
0.01,0.6023076923
0.02,0.52077
0.03,0.484975
0.04,0.4627
0.05,0.44828
0.06,0.43685
0.07,0.426
0.08,0.4188285714
0.09,0.41234
0.10,0.4069
0.11,0.4016
0.12,0.398825
0.13,0.3992666667
0.14,0.3999333333
0.15,0.4005
0.16,0.4012
0.17,0.4020666667
0.18,0.40285
0.19,0.4038
0.20,0.4045666667
0.21,0.4058
0.22,0.4064
0.23,0.4074666667
0.24,0.4083
0.25,0.40965
0.26,0.4112
0.27,0.4122
0.28,0.4132
0.29,0.4147
0.30,0.4163
0.31,0.4173
0.32,0.4189
0.33,0.42085
0.34,0.4223
0.35,0.42355
0.36,0.42545
0.37,0.4272
0.38,0.4292666667
0.39,0.4315
0.40,0.43325
0.41,0.43545
0.42,0.4377666667
0.43,0.4401875
0.44,0.4418371429
